t,x,x_dot,theta,theta_dot,F_total,F_pend,F_car
13.9,594.9278339103134,37.46814931042267,3.1349673433745457,2.278803234714407,60.81510271079333,122.2740839440373,-61.45898123324397
13.92,595.6927412277154,37.45450901373197,3.134967586572456,2.2788036220106376,60.81510271079333,122.2740839440373,-61.45898123324397
13.94,596.4573757399388,37.44086883903327,3.1349678330256388,2.2788033292460423,60.81510271079333,122.2740839440373,-61.45898123324397
13.96,597.2217374493912,37.42722877544378,3.1349680692457365,2.278802395379018,60.81510271079333,122.2740839440373,-61.45898123324397
13.98,597.9858263582242,37.41358880641861,3.134968282757366,2.2788008928468626,60.81510271079333,122.2740839440373,-61.45898123324397
14.0,598.7496424682257,37.399948910840905,3.1349684627409466,2.2787989224981615,60.81510271079333,122.2740839440373,-61.45898123324397
14.02,599.5131857807347,37.38630906432319,3.134968600563844,2.278796607154847,60.81510271079333,122.2740839440373,-61.45898123324397
14.040000000000001,600.2764562965843,37.372669240642125,3.1349686901747904,2.278794084199844,60.81510271079333,122.2740839440373,-61.45898123324397
14.06,601.0394540160734,37.359029413224214,3.134968728344799,2.278791497625782,60.81510271079333,122.2740839440373,-61.45898123324397
14.08,601.8021789389685,37.34538955660014,3.1349687147467162,2.278788989994607,60.81510271079333,122.2740839440373,-61.45898123324397
14.1,602.5646310645349,37.33174964774986,3.1349686518745528,2.2787866947475623,60.81510271079333,122.2740839440373,-61.45898123324397
14.120000000000001,603.326810391593,37.31810966726907,3.1349685448124167,2.278784729271171,60.81510271079333,122.2740839440373,-61.45898123324397
14.14,604.0887169185977,37.30446960029987,3.134968400870686,2.2787831890698254,60.81510271079333,122.2740839440373,-61.45898123324397
14.16,604.8503506437348,37.290829437183056,3.1349682291136785,2.2787821433238706,60.81510271079333,122.2740839440373,-61.45898123324397
14.18,605.6117115650284,37.277189173806114,3.134968039808131,2.2787816320272496,60.81510271079333,122.2740839440373,-61.45898123324397
14.200000000000001,606.3727996804535,37.263548811638316,3.134967843825122,2.2787816648065213,60.81510271079333,122.2740839440373,-61.45898123324397
14.22,607.1336149880478,37.249908357461635,3.134967652029465,2.2787822214283224,60.81510271079333,122.2740839440373,-61.45898123324397
14.24,607.8941574860165,37.23626782282242,3.134967474690165,2.278783253910457,60.81510271079333,122.2740839440373,-61.45898123324397
14.26,608.6544271728231,37.22262722324303,3.134967320943201,2.2787846900676145,60.81510271079333,122.2740839440373,-61.45898123324397
14.280000000000001,609.4144240472649,37.20898657724442,3.1349671983340395,2.2787864382506378,60.81510271079333,122.2740839440373,-61.45898123324397
14.3,610.1741481085263,37.195345905239066,3.134967112462,2.2787883929815735,60.81510271079333,122.2740839440373,-61.45898123324397
14.32,610.9335993562105,37.1817052283588,3.1349670667423224,2.2787904411482356,60.81510271079333,122.2740839440373,-61.45898123324397
14.34,611.6927777903466,37.16806456728333,3.1349670622948596,2.2787924684030956,60.81510271079333,122.2740839440373,-61.45898123324397
14.36,612.4516834113733,37.15442394113305,3.1349670979611473,2.2787943654121676,60.81510271079333,122.2740839440373,-61.45898123324397
14.38,613.210316220102,37.14078336648401,3.1349671704445634,2.2787960336198476,60.81510271079333,122.2740839440373,-61.45898123324397
